n,a,amplitude,lambda_min
607,3.204264395529749,0.5202283193204581,-20.784198247460306
613,3.209182467968106,0.5184706362544658,-20.897983793485256
617,3.212434511952694,0.5173109750337471,-20.97361650398482
619,3.214052636342298,0.5167347300490576,-21.011367545311284
625,3.2188758248682006,0.128755032994728,-20.97574154278866
631,3.2236529312706064,0.5133263876468549,-21.236970948725048
641,3.231514728460335,0.5105486312830422,-21.42375656691885
643,3.2330723621188096,0.5099997108820331,-21.460972355696317
647,3.2361731472504505,0.5089083783891559,-21.53525428728585
653,3.2407885646382155,0.5072874268419334,-21.64628522904353
659,3.2453617672512536,0.5056853820536339,-21.7568162573507
661,3.246876919925843,0.5051555020847205,-21.793543168476198
673,3.255872664822364,0.5020186722914513,-22.01260358314114
677,3.2588356364561375,0.5009889116946994,-22.08510785120743
683,3.263247429785395,0.49945877091883545,-22.193365697267215
691,3.269069911883835,0.4974451215404084,-22.336774029047213
701,3.276253943517295,0.49496961453534666,-22.514557063989653
709,3.2819277632660637,0.49302153729629783,-22.65565603107729
719,3.2889306788605235,0.49062566873616403,-22.830729367540254
727,3.2944632387667596,0.4887395129941082,-22.969843188727335
729,3.295836866004329,0.08137868804948961,-22.843609898497423
733,3.2985728509433256,0.48734227258846147,-23.073680212985014
739,3.3026489604741007,0.4859596235781472,-23.177125781713105
743,3.3053480223588796,0.48504583288951497,-23.245886365542844
751,3.310702825882067,0.4832370476644916,-23.382953095230246
757,3.3146816267187242,0.4818966115596146,-23.48537854819504
761,3.317316678930843,0.48101054265563253,-23.553491944879653
769,3.322545484752822,0.4792562182386834,-23.689321302294747
773,3.325139524293711,0.4783878242017998,-23.757039065003955
787,3.3341141242087016,0.4753933326218997,-23.992999023146844
797,3.3404273393951076,0.47329602833184187,-24.160486800011217
809,3.3478994585292456,0.4708235067151578,-24.36020347394838
811,3.3491340270577066,0.47041600774652953,-24.393346569357085
821,3.355261554726214,0.4683977426533492,-24.558416053751802
823,3.356478100338535,0.46799788636159945,-24.59129756197236
827,3.3589023475118456,0.4672019152393324,-24.65692527541623
829,3.3601100775676476,0.4668057868347095,-24.689670960505893
839,3.366105353233603,0.46484344960443513,-24.852711902542623
841,3.367295829986474,0.23222729861975683,-24.794601938130665
853,3.3743797737458396,0.46214625167368606,-25.079054149993233
857,3.37671895929889,0.4613860894618645,-25.14332324544817
859,3.3778844609921275,0.4610077220621401,-25.175393177669324
863,3.380207345541714,0.46025438477447744,-25.239406437924323
877,3.3882534961860915,0.4576527641478068,-25.462186635585148
881,3.39052881296809,0.45691927236509516,-25.52549776520568
883,3.39166260030198,0.4565541365760285,-25.557099959085736
887,3.3939224911547896,0.4558270578509636,-25.620200935494005
907,3.405071225057568,0.4522541371732741,-25.933797297933125
911,3.407271448629979,0.4515517574713938,-25.99616478347486
919,3.4116430611778434,0.45015888143093435,-26.120574205146397
929,3.417054369406919,0.44843966898911186,-26.27549546000905
937,3.421341641119211,0.44708143796277794,-26.398969042680488
941,3.4234715697926896,0.4464079345445089,-26.460551251160492
947,3.426649546593039,0.4454045938355135,-26.55272894698103
953,3.429807451827101,0.4444094452082254,-26.644667593542724
961,3.4339872044851463,0.22154756157968686,-26.685107508102472
967,3.437099247726647,0.4421186416544965,-26.858223985559388
971,3.4391632341456626,0.44147200176164236,-26.91898096702509
977,3.442243326021391,0.440508482879575,-27.009891334240177
983,3.445304560073583,0.4395525980544077,-27.10052454154663
991,3.449357267164994,0.43828977888743664,-27.220925483431312
997,3.452375384980919,0.43735130189008153,-27.310886306967316
1009,3.4583575101768043,0.43549612491706613,-27.489918832855878
1013,3.4603357521243416,0.4348840790034286,-27.549331679234236
1019,3.4632885166113625,0.4339718626985026,-27.638204066528832
