event,a,b,width,mode,old_eigenvalue,collar_min,pole_dual,arch_dual,prime_dual,total_dual,normalized_ratio,cancellation
0,0.4375,0.5493061443340549,0.11180614433405489,0,3.442054046926084e-05,0.007573967282210041,0.7031978528605667,0.4851759802139637,0.21739649270105876,0.004600595142657827,0.7841608824647995,0.0032726506302653635
0,0.4375,0.5493061443340549,0.11180614433405489,1,0.004289502367789356,0.007573967282210041,0.024293419304516707,0.3469109299558069,0.3783236710770473,0.044170580552809806,0.6744187741490155,0.058931193169974
