event,a,b,width,mode,old_eigenvalue,collar_min,pole_dual,arch_dual,prime_dual,total_dual,normalized_ratio,cancellation,low_sector_ratio
0,0.4375,0.5493061443340549,0.11180614433405489,0,3.3405876524817046e-05,0.002000597745223002,0.7218714647980199,0.49876189361218326,0.2232132459643647,0.004837381417600514,0.8369488099833762,0.003350343037095638,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,1,0.004182884870437223,0.002000597745223002,0.025244194872284187,0.3641747150135931,0.391995111020259,0.04888073360072793,0.7557875952214013,0.062554205956076,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,2,0.13614473361822996,0.002000597745223002,0.47023162751215275,0.6409420815949237,0.09703633035483855,0.30191069488936334,0.8182350414195126,0.2498826239052122,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,3,0.8929454400790395,0.002000597745223002,0.0023724275815127896,0.1980672260120008,0.10855034326803831,0.2542920189607167,0.269104071112935,0.8229781596284375,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,4,0.8943381543031805,0.002000597745223002,0.003007686406913629,0.08185002207800256,0.3272536421496032,0.2509730375717705,0.26538488716456926,0.608993266468765,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,5,0.9096309236215054,0.002000597745223002,0.01801043398495996,0.571117686853258,0.08259760661299752,0.6325349380304706,0.6632112899732151,0.9416565603800083,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,6,1.331000389302762,0.002000597745223002,0.018524920254774587,0.08010361906986542,0.157643344491728,0.20494394651698686,0.17764214301745515,0.799712959006614,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,7,1.3593240083986244,0.002000597745223002,0.0044250638447944374,0.09908727367449281,0.34732782384234934,0.44568607194741316,0.3822676691705152,0.9885678121517459,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,8,1.5429340523945063,0.002000597745223002,0.0550756512604876,0.24057776124691463,0.18186337665640062,0.11889452924936253,0.09571680414779253,0.24898502408169373,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,9,1.6463483364133338,0.002000597745223002,0.002500219524091309,0.10961872980240377,0.18827252493371302,0.26989410658085927,0.2103451664745448,0.8984745896851551,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,10,1.7704455158842016,0.002000597745223002,0.05318913937074379,0.19028171743389238,0.2132735435271568,0.2518389443824691,0.18926992375224005,0.5513782855345916,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,11,1.80485627064198,0.002000597745223002,0.0009703985262397556,0.12434658223170084,0.1914372432127044,0.14412665599944038,0.10728104593053167,0.45501099935701955,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,12,1.9836854791626548,0.002000597745223002,0.060465190397794244,0.19784767607160084,0.18671898983420251,0.2911062567597467,0.2066879380665977,0.6541245365616165,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,13,1.993112431640684,0.002000597745223002,0.0003113599117084949,0.06994557382063021,0.2137416702850336,0.2058905956463744,0.14583797018281766,0.7249704496215763,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,14,2.0173591917189984,0.002000597745223002,0.05379285569129021,0.2295187254421065,0.06112352020426518,0.19737683377424775,0.138964721770617,0.5730450613416205,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,15,2.1673318567531275,0.002000597745223002,1.5207122090503516e-05,0.00999750932046774,0.16955033231096528,0.1738584807051148,0.11809545203724281,0.968230835419602,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,16,2.1689201549496615,0.002000597745223002,0.022341772074357735,0.04711394174242922,0.20171399439468155,0.21232975247433677,0.14417470491844725,0.7830142749895719,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,17,2.265763823862888,0.002000597745223002,0.0015146721874632525,0.15453410668621856,0.129548154262002,0.1790445603453697,0.11894708730771113,0.6269134558959276,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,18,2.3148437009744005,0.002000597745223002,0.015463400535764536,0.04735315962892481,0.17052676642908748,0.18412601136765852,0.1210192087332606,0.789077682466575,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,19,2.367333016888835,0.002000597745223002,0.0019004051804879642,0.14982989695299162,0.17203201869183138,0.22341474267993833,0.1452051936466738,0.6900578860147345,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,20,2.405120107210347,0.002000597745223002,0.009656025522363861,0.07619345907777354,0.13249942321513056,0.13672517235185735,0.08816172821135104,0.6261774960080515,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,21,2.4837186696409437,0.002000597745223002,0.0021105697908808158,0.1441480874606676,0.1616575991488404,0.2553561355551986,0.1620298747863111,0.8293038455987027,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,22,2.504412353234588,0.002000597745223002,0.0051565187815834366,0.05802886563020774,0.18006199178985346,0.16691100612083082,0.10547075536441722,0.6861780329439882,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,23,2.528517986453627,0.002000597745223002,0.0013730911658881623,0.12221136910079787,0.08829194241884378,0.16142298261228782,0.10151549668889122,0.7618733401466811,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,24,2.6112250057403945,0.002000597745223002,0.0004940071689832139,0.012182623073337399,0.1824233856953149,0.18542535593865328,0.11474848843366058,0.950411792882299,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,25,2.614823849379881,0.002000597745223002,0.0035208460619186345,0.022382475588739716,0.1631305273864331,0.1641598858418205,0.10151864739215706,0.8684152953453841,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,26,2.685137183490219,0.002000597745223002,0.015275657913554801,0.10559639974896903,0.10668793903644434,0.1152467112214331,0.070330758548899,0.5064453897575384,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,27,2.7108401554922206,0.002000597745223002,0.0004119376014718432,0.015384965481590346,0.16644729386654306,0.1690960353587242,0.10270260753387142,0.9278541549692426,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,28,2.7395120757507656,0.002000597745223002,0.022736606717663588,0.12423203276491064,0.15336259801503543,0.19728226584380432,0.1191931885273003,0.6568822726785938,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,29,2.7794749777573835,0.002000597745223002,0.0003981126052370857,0.053577536696642634,0.12430054709435172,0.12315976838953324,0.07387329648357213,0.6908368636932435,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,30,2.8195899171663323,0.002000597745223002,0.021043527122346566,0.09657732222634868,0.1576687508063755,0.1987338075820317,0.11835286593966872,0.7219081558841485,0.9564620758164795
0,0.4375,0.5493061443340549,0.11180614433405489,31,2.8420964901280743,0.002000597745223002,0.0003494070237850646,0.05935832608340188,0.16078693075765826,0.1607210162906662,0.09533519534530221,0.7289111376825974,0.9564620758164795
