event,a,b,width,mode,old_eigenvalue,collar_min,pole_dual,arch_dual,prime_dual,total_dual,normalized_ratio,cancellation
0,0.4375,0.5493061443340549,0.11180614433405489,0,3.398947854947307e-05,0.00393557755254256,0.7152024034026787,0.49386529625235537,0.22114511869074707,0.004742007653803949,0.8133734641098633,0.0033155958281010723
