u,x,lnF
2.3630863039,-0.0119136961,-36.3241931518
2.3640869293,-0.0109130707,-36.5649119185
2.3650875547,-0.0099124453,-36.8759658657
2.3660881801,-0.0089118199,-37.3149258382
2.3670888055,-0.0079111945,-38.0744233277
2.3680894309,-0.0069105691,-40.4969714709
2.3690900563,-0.0059099437,-37.9593749454
2.3700906817,-0.0049093183,-37.3354984955
2.3710913071,-0.0039086929,-36.9761870405
2.3720919325,-0.0029080675,-36.7306956973
2.3730925578,-0.0019074422,-36.5497441522
2.3740931832,-0.0009068168,-36.4109729372
2.3750938086,0.0000938086,-36.3023402580
2.3760944340,0.0010944340,-36.2166284420
2.3770950594,0.0020950594,-36.1491844913
2.3780956848,0.0030956848,-36.0968493607
2.3790963102,0.0040963102,-36.0573969487
2.3800969356,0.0050969356,-36.0292173473
2.3810975610,0.0060975610,-36.0111275375
2.3820981864,0.0070981864,-36.0022532900
2.3830988118,0.0080988118,-36.0019532230
2.3840994371,0.0090994371,-36.0097691790
2.3851000625,0.0101000625,-36.0253939316
2.3861006879,0.0111006879,-36.0486510212
2.3871013133,0.0121013133,-36.0794837539
2.3881019387,0.0131019387,-36.1179518460
2.3891025641,0.0141025641,-36.1642352669
2.3901031895,0.0151031895,-36.2186458043
2.3911038149,0.0161038149,-36.2816479608
2.3921044403,0.0171044403,-36.3538922878
2.3931050657,0.0181050657,-36.4362665825
2.3941056911,0.0191056911,-36.5299743300
2.3951063164,0.0201063164,-36.6366569727
2.3961069418,0.0211069418,-36.7585905233
2.3971075672,0.0221075672,-36.8990159025
2.3981081926,0.0231081926,-37.0627271146
2.3991088180,0.0241088180,-37.2572015862
2.4001094434,0.0251094434,-37.4950078990
2.4011100688,0.0261100688,-37.7997402975
2.4021106942,0.0271106942,-38.2243582211
2.4031113196,0.0281113196,-38.9374568944
2.4041119450,0.0291119450,-44.2333483525
2.4051125704,0.0301125704,-39.0003374776
2.4061131957,0.0311131957,-38.3346232756
2.4071138211,0.0321138211,-37.9608360909
2.4081144465,0.0331144465,-37.7077990598
2.4091150719,0.0341150719,-37.5220375530
2.4101156973,0.0351156973,-37.3797866706
2.4111163227,0.0361163227,-37.2684057711
2.4121169481,0.0371169481,-37.1803825295
2.4131175735,0.0381175735,-37.1109047814
2.4141181989,0.0391181989,-37.0567220801
2.4151188243,0.0401188243,-37.0155539142
2.4161194497,0.0411194497,-36.9857576595
2.4171200750,0.0421200750,-36.9661311598
2.4181207004,0.0431207004,-36.9557901409
2.4191213258,0.0441213258,-36.9540897590
2.4201219512,0.0451219512,-36.9605736347
2.4211225766,0.0461225766,-36.9749409743
2.4221232020,0.0471232020,-36.9970263866
2.4231238274,0.0481238274,-37.0267893613
2.4241244528,0.0491244528,-37.0643119229
2.4251250782,0.0501250782,-37.1098041399
2.4261257036,0.0511257036,-37.1636182604
2.4271263290,0.0521263290,-37.2262735233
2.4281269543,0.0531269543,-37.2984955066
2.4291275797,0.0541275797,-37.3812767730
2.4301282051,0.0551282051,-37.4759706344
2.4311288305,0.0561288305,-37.5844392780
2.4321294559,0.0571294559,-37.7092962391
2.4331300813,0.0581300813,-37.8543232346
2.4341307067,0.0591307067,-38.0252346614
2.4351313321,0.0601313321,-38.2312056133
2.4361319575,0.0611319575,-38.4883087624
2.4371325829,0.0621325829,-38.8287026921
2.4381332083,0.0631332083,-39.3332582291
2.4391338336,0.0641338336,-40.3459118539
2.4401344590,0.0651344590,-40.7186910550
2.4411350844,0.0661350844,-39.5111756578
2.4421357098,0.0671357098,-39.0009925561
2.4431363352,0.0681363352,-38.6814916394
2.4441369606,0.0691369606,-38.4539669153
2.4451375860,0.0701375860,-38.2813645869
2.4461382114,0.0711382114,-38.1456927281
2.4471388368,0.0721388368,-38.0368448834
2.4481394622,0.0731394622,-37.9485782972
2.4491400876,0.0741400876,-37.8767696915
2.4501407129,0.0751407129,-37.8185572219
2.4511413383,0.0761413383,-37.7718778861
2.4521419637,0.0771419637,-37.7352000847
2.4531425891,0.0781425891,-37.7073602508
2.4541432145,0.0791432145,-37.6874585181
2.4551438399,0.0801438399,-37.6747896218
2.4561444653,0.0811444653,-37.6687957424
2.4571450907,0.0821450907,-37.6690335229
2.4581457161,0.0831457161,-37.6751505423
2.4591463415,0.0841463415,-37.6868682856
2.4601469669,0.0851469669,-37.7039697021
2.4611475922,0.0861475922,-37.7262900977
2.4621482176,0.0871482176,-37.7537105202
2.4631488430,0.0881488430,-37.7861530747
2.4641494684,0.0891494684,-37.8235777925
2.4651500938,0.0901500938,-37.8659808135
