u,x,lnF
2.2210756723,-0.0289243277,-29.6989464072
2.2220762977,-0.0279237023,-29.7397161899
2.2230769231,-0.0269230769,-29.7846893373
2.2240775485,-0.0259224515,-29.8339498905
2.2250781739,-0.0249218261,-29.8876174316
2.2260787992,-0.0239212008,-29.9458506104
2.2270794246,-0.0229205754,-30.0088521707
2.2280800500,-0.0219199500,-30.0768758600
2.2290806754,-0.0209193246,-30.1502357929
2.2300813008,-0.0199186992,-30.2293191097
2.2310819262,-0.0189180738,-30.3146031805
2.2320825516,-0.0179174484,-30.4066792548
2.2330831770,-0.0169168230,-30.5062854912
2.2340838024,-0.0159161976,-30.6143540458
2.2350844278,-0.0149155722,-30.7320799072
2.2360850532,-0.0139149468,-30.8610246199
2.2370856785,-0.0129143215,-31.0032783993
2.2380863039,-0.0119136961,-31.1617250398
2.2390869293,-0.0109130707,-31.3404992705
2.2400875547,-0.0099124453,-31.5458333129
2.2410881801,-0.0089118199,-31.7877733818
2.2420888055,-0.0079111945,-32.0841241513
2.2430894309,-0.0069105691,-32.4713547693
2.2440900563,-0.0059099437,-33.0457756165
2.2450906817,-0.0049093183,-34.2883705454
2.2460913071,-0.0039086929,-34.0744628968
2.2470919325,-0.0029080675,-33.1095690419
2.2480925578,-0.0019074422,-32.6716144997
2.2490931832,-0.0009068168,-32.4014094457
2.2500938086,0.0000938086,-32.2162913243
2.2510944340,0.0010944340,-32.0837230821
2.2520950594,0.0020950594,-31.9876163613
2.2530956848,0.0030956848,-31.9189308641
2.2540963102,0.0040963102,-31.8721812644
2.2550969356,0.0050969356,-31.8438976296
2.2560975610,0.0060975610,-31.8318680190
2.2570981864,0.0070981864,-31.8347410591
2.2580988118,0.0080988118,-31.8518154191
2.2590994371,0.0090994371,-31.8829402290
2.2601000625,0.0101000625,-31.9284947673
2.2611006879,0.0111006879,-31.9894413207
2.2621013133,0.0121013133,-32.0674673600
2.2631019387,0.0131019387,-32.1652644413
2.2641025641,0.0141025641,-32.2870522991
2.2651031895,0.0151031895,-32.4396005351
2.2661038149,0.0161038149,-32.6343946973
2.2671044403,0.0171044403,-32.8928820735
2.2681050657,0.0181050657,-33.2621493840
2.2691056911,0.0191056911,-33.8835594012
2.2701063164,0.0201063164,-36.0435019060
2.2711069418,0.0211069418,-34.1247118119
2.2721075672,0.0221075672,-33.3549028983
2.2731081926,0.0231081926,-32.9237516502
2.2741088180,0.0241088180,-32.6241446776
2.2751094434,0.0251094434,-32.3957374625
2.2761100688,0.0261100688,-32.2124529889
2.2771106942,0.0271106942,-32.0606070847
2.2781113196,0.0281113196,-31.9321104047
2.2791119450,0.0291119450,-31.8217758059
2.2801125704,0.0301125704,-31.7260740055
2.2811131957,0.0311131957,-31.6424927835
2.2821138211,0.0321138211,-31.5691792334
2.2831144465,0.0331144465,-31.5047270911
2.2841150719,0.0341150719,-31.4480437770
2.2851156973,0.0351156973,-31.3982637675
2.2861163227,0.0361163227,-31.3546901695
2.2871169481,0.0371169481,-31.3167541436
2.2881175735,0.0381175735,-31.2839860077
2.2891181989,0.0391181989,-31.2559942066
2.2901188243,0.0401188243,-31.2324497134
2.2911194497,0.0411194497,-31.2130742677
2.2921200750,0.0421200750,-31.1976313783
2.2931207004,0.0431207004,-31.1859193534
2.2941213258,0.0441213258,-31.1777658446
2.2951219512,0.0451219512,-31.1730235355
2.2961225766,0.0461225766,-31.1715667133
2.2971232020,0.0471232020,-31.1732885258
2.2981238274,0.0481238274,-31.1780987838
2.2991244528,0.0491244528,-31.1859221990
2.3001250782,0.0501250782,-31.1966969784
2.3011257036,0.0511257036,-31.2103737141
2.3021263290,0.0521263290,-31.2269145234
2.3031269543,0.0531269543,-31.2462924052
2.3041275797,0.0541275797,-31.2684907893
2.3051282051,0.0551282051,-31.2935032604
2.3061288305,0.0561288305,-31.3213334490
2.3071294559,0.0571294559,-31.3519950843
2.3081300813,0.0581300813,-31.3855122118
2.3091307067,0.0591307067,-31.4219195831
2.3101313321,0.0601313321,-31.4612632334
2.3111319575,0.0611319575,-31.5036012679
2.3121325829,0.0621325829,-31.5490048892
2.3131332083,0.0631332083,-31.5975597071
2.3141338336,0.0641338336,-31.6493673874
2.3151344590,0.0651344590,-31.7045477157
2.3161350844,0.0661350844,-31.7632411747
2.3171357098,0.0671357098,-31.8256121710
2.3181363352,0.0681363352,-31.8918530900
2.3191369606,0.0691369606,-31.9621894272
2.3201375860,0.0701375860,-32.0368863344
2.3211382114,0.0711382114,-32.1162570582
2.3221388368,0.0721388368,-32.2006739491
2.3231394622,0.0731394622,-32.2905830249
2.3241400876,0.0741400876,-32.3865235458
2.3251407129,0.0751407129,-32.4891548125
2.3261413383,0.0761413383,-32.5992936303
2.3271419637,0.0771419637,-32.7179679702
2.3281425891,0.0781425891,-32.8464960304
2.3291432145,0.0791432145,-32.9866066525
2.3301438399,0.0801438399,-33.1406301337
2.3311444653,0.0811444653,-33.3118154731
2.3321450907,0.0821450907,-33.5048902353
2.3331457161,0.0831457161,-33.7271267146
2.3341463415,0.0841463415,-33.9905880474
2.3351469669,0.0851469669,-34.3175802464
2.3361475922,0.0861475922,-34.7570917417
2.3371482176,0.0871482176,-35.4582660714
2.3381488430,0.0881488430,-37.9925529294
2.3391494684,0.0891494684,-35.7491404011
2.3401500938,0.0901500938,-35.0642792596
2.3411507192,0.0911507192,-34.7026252571
2.3421513446,0.0921513446,-34.4692001285
2.3431519700,0.0931519700,-34.3060289309
2.3441525954,0.0941525954,-34.1879335767
2.3451532208,0.0951532208,-34.1017323053
2.3461538462,0.0961538462,-34.0397019255
2.3471544715,0.0971544715,-33.9969728908
2.3481550969,0.0981550969,-33.9703228245
2.3491557223,0.0991557223,-33.9575565548
2.3501563477,0.1001563477,-33.9571631883
2.3511569731,0.1011569731,-33.9681168168
2.3521575985,0.1021575985,-33.9897579630
2.3531582239,0.1031582239,-34.0217242626
2.3541588493,0.1041588493,-34.0639142749
2.3551594747,0.1051594747,-34.1164767447
2.3561601001,0.1061601001,-34.1798231360
2.3571607255,0.1071607255,-34.2546659598
2.3581613508,0.1081613508,-34.3420910354
2.3591619762,0.1091619762,-34.4436805865
2.3601626016,0.1101626016,-34.5617201985
2.3611632270,0.1111632270,-34.6995557891
2.3621638524,0.1121638524,-34.8622416583
2.3631644778,0.1131644778,-35.0578092931
2.3641651032,0.1141651032,-35.3000307858
2.3651657286,0.1151657286,-35.6154455478
2.3661663540,0.1161663540,-36.0662153753
2.3671669794,0.1171669794,-36.8705123087
2.3681676048,0.1181676048,-38.5399036766
2.3691682301,0.1191682301,-36.5913902311
2.3701688555,0.1201688555,-35.9976401538
2.3711694809,0.1211694809,-35.6474194817
2.3721701063,0.1221701063,-35.4052904765
2.3731707317,0.1231707317,-35.2253249727
2.3741713571,0.1241713571,-35.0863258548
2.3751719825,0.1251719825,-34.9767613403
2.3761726079,0.1261726079,-34.8896730625
2.3771732333,0.1271732333,-34.8205540882
2.3781738587,0.1281738587,-34.7663341886
2.3791744841,0.1291744841,-34.7248446306
2.3801751094,0.1301751094,-34.6945144757
2.3811757348,0.1311757348,-34.6741883781
2.3821763602,0.1321763602,-34.6630125944
2.3831769856,0.1331769856,-34.6603615528
2.3841776110,0.1341776110,-34.6657898440
2.3851782364,0.1351782364,-34.6790010272
2.3861788618,0.1361788618,-34.6998282662
2.3871794872,0.1371794872,-34.7282239648
2.3881801126,0.1381801126,-34.7642569769
2.3891807380,0.1391807380,-34.8081170220
2.3901813634,0.1401813634,-34.8601269041
2.3911819887,0.1411819887,-34.9207642460
2.3921826141,0.1421826141,-34.9906959847
2.3931832395,0.1431832395,-35.0708312912
2.3941838649,0.1441838649,-35.1624027149
2.3951844903,0.1451844903,-35.2670929120
2.3961851157,0.1461851157,-35.3872390350
2.3971857411,0.1471857411,-35.5261775085
2.3981863665,0.1481863665,-35.6888611299
2.3991869919,0.1491869919,-35.8830532523
2.4001876173,0.1501876173,-36.1218959295
2.4011882427,0.1511882427,-36.4303293632
2.4021888680,0.1521888680,-36.8653969012
2.4031894934,0.1531894934,-37.6167045935
2.4041901188,0.1541901188,-40.1808573745
2.4051907442,0.1551907442,-37.5171300454
2.4061913696,0.1561913696,-36.8856151345
2.4071919950,0.1571919950,-36.5215010576
2.4081926204,0.1581926204,-36.2718512271
2.4091932458,0.1591932458,-36.0869345789
2.4101938712,0.1601938712,-35.9442482609
2.4111944966,0.1611944966,-35.8316963768
2.4121951220,0.1621951220,-35.7420405493
2.4131957473,0.1631957473,-35.6706217071
2.4141963727,0.1641963727,-35.6142819317
2.4151969981,0.1651969981,-35.5708001956
2.4161976235,0.1661976235,-35.5385741307
2.4171982489,0.1671982489,-35.5164300887
2.4181988743,0.1681988743,-35.5035048630
2.4191994997,0.1691994997,-35.4991698617
2.4202001251,0.1702001251,-35.5029818258
2.4212007505,0.1712007505,-35.5146510992
2.4222013759,0.1722013759,-35.5340222856
2.4232020013,0.1732020013,-35.5610644027
2.4242026266,0.1742026266,-35.5958691470
2.4252032520,0.1752032520,-35.6386570354
2.4262038774,0.1762038774,-35.6897922809
2.4272045028,0.1772045028,-35.7498085727
2.4282051282,0.1782051282,-35.8194497954
2.4292057536,0.1792057536,-35.8997327508
2.4302063790,0.1802063790,-35.9920442371
2.4312070044,0.1812070044,-36.0982947675
2.4322076298,0.1822076298,-36.2211710340
2.4332082552,0.1832082552,-36.3645718503
2.4342088806,0.1842088806,-36.5344123909
2.4352095059,0.1852095059,-36.7402443484
2.4362101313,0.1862101313,-36.9989407610
2.4372107567,0.1872107567,-37.3447162658
2.4382113821,0.1882113821,-37.8658117142
2.4392120075,0.1892120075,-38.9674843618
2.4402126329,0.1902126329,-39.0208735502
2.4412132583,0.1912132583,-37.9295427734
2.4422138837,0.1922138837,-37.4379979176
2.4432145091,0.1932145091,-37.1244013429
2.4442151345,0.1942151345,-36.8986231149
2.4452157598,0.1952157598,-36.7258925187
2.4462163852,0.1962163852,-36.5890853190
2.4472170106,0.1972170106,-36.4784971342
2.4482176360,0.1982176360,-36.3880971365
2.4492182614,0.1992182614,-36.3138844247
2.4502188868,0.2002188868,-36.2530728267
2.4512195122,0.2012195122,-36.2036487072
2.4522201376,0.2022201376,-36.1641140999
2.4532207630,0.2032207630,-36.1333291956
2.4542213884,0.2042213884,-36.1104114379
2.4552220138,0.2052220138,-36.0946685241
2.4562226391,0.2062226391,-36.0855525849
2.4572232645,0.2072232645,-36.0826280818
2.4582238899,0.2082238899,-36.0855488778
2.4592245153,0.2092245153,-36.0940416235
2.4602251407,0.2102251407,-36.1078936155
2.4612257661,0.2112257661,-36.1269439089
2.4622263915,0.2122263915,-36.1510768706
2.4632270169,0.2132270169,-36.1802176284
2.4642276423,0.2142276423,-36.2143290487
2.4652282677,0.2152282677,-36.2534100154
2.4662288931,0.2162288931,-36.2974948752
2.4672295184,0.2172295184,-36.3466540069
2.4682301438,0.2182301438,-36.4009955451
2.4692307692,0.2192307692,-36.4606683731
2.4702313946,0.2202313946,-36.5258665981
2.4712320200,0.2212320200,-36.5968358421
2.4722326454,0.2222326454,-36.6738818548
2.4732332708,0.2232332708,-36.7573821971
2.4742338962,0.2242338962,-36.8478021130
2.4752345216,0.2252345216,-36.9457162729
2.4762351470,0.2262351470,-37.0518389777
2.4772357724,0.2272357724,-37.1670669162
2.4782363977,0.2282363977,-37.2925411280
2.4792370231,0.2292370231,-37.4297394161
2.4802376485,0.2302376485,-37.5806190302
2.4812382739,0.2312382739,-37.7478464381
2.4822388993,0.2322388993,-37.9351870054
2.4832395247,0.2332395247,-38.1482102881
2.4842401501,0.2342401501,-38.3956787095
2.4852407755,0.2352407755,-38.6926112636
2.4862414009,0.2362414009,-39.0682469363
2.4872420263,0.2372420263,-39.5929806501
2.4882426517,0.2382426517,-40.5343522179
2.4892432770,0.2392432770,-41.5534344587
2.4902439024,0.2402439024,-40.1132148905
2.4912445278,0.2412445278,-39.6203749436
2.4922451532,0.2422451532,-39.3465672194
2.4932457786,0.2432457786,-39.1762068309
2.4942464040,0.2442464040,-39.0684777126
2.4952470294,0.2452470294,-39.0045161743
2.4962476548,0.2462476548,-38.9744034482
2.4972482802,0.2472482802,-38.9726826767
2.4982489056,0.2482489056,-38.9965247481
2.4992495310,0.2492495310,-39.0449444458
2.5002501563,0.2502501563,-39.1185497096
2.5012507817,0.2512507817,-39.2196821039
2.5022514071,0.2522514071,-39.3530262485
2.5032520325,0.2532520325,-39.5270685494
2.5042526579,0.2542526579,-39.7575690836
2.5052532833,0.2552532833,-40.0770570575
2.5062539087,0.2562539087,-40.5691382975
2.5072545341,0.2572545341,-41.6026024615
2.5082551595,0.2582551595,-41.8203437781
2.5092557849,0.2592557849,-40.6571638940
2.5102564103,0.2602564103,-40.1479912211
2.5112570356,0.2612570356,-39.8264045697
2.5122576610,0.2622576610,-39.5975557528
2.5132582864,0.2632582864,-39.4254048187
2.5142589118,0.2642589118,-39.2923693005
2.5152595372,0.2652595372,-39.1885795765
2.5162601626,0.2662601626,-39.1079834680
2.5172607880,0.2672607880,-39.0466509562
2.5182614134,0.2682614134,-39.0019410309
2.5192620388,0.2692620388,-38.9720563672
2.5202626642,0.2702626642,-38.9557919717
2.5212632896,0.2712632896,-38.9523901696
2.5222639149,0.2722639149,-38.9614596972
2.5232645403,0.2732645403,-38.9829383401
2.5242651657,0.2742651657,-39.0170904587
2.5252657911,0.2752657911,-39.0645389546
2.5262664165,0.2762664165,-39.1263392685
2.5272670419,0.2772670419,-39.2041142549
2.5282676673,0.2782676673,-39.3002888721
2.5292682927,0.2792682927,-39.4185051533
2.5302689181,0.2802689181,-39.5643938974
2.5312695435,0.2812695435,-39.7471291903
2.5322701689,0.2822701689,-39.9829456762
2.5332707942,0.2832707942,-40.3046045213
2.5342714196,0.2842714196,-40.7953682989
2.5352720450,0.2852720450,-41.8188424909
2.5362726704,0.2862726704,-42.0616029093
2.5372732958,0.2872732958,-40.8815594472
2.5382739212,0.2882739212,-40.3627841989
2.5392745466,0.2892745466,-40.0309839787
2.5402751720,0.2902751720,-39.7905382425
2.5412757974,0.2912757974,-39.6051842010
2.5422764228,0.2922764228,-39.4572153490
2.5432770482,0.2932770482,-39.3366483978
2.5442776735,0.2942776735,-39.2373002214
2.5452782989,0.2952782989,-39.1550794411
2.5462789243,0.2962789243,-39.0871435654
2.5472795497,0.2972795497,-39.0314436358
2.5482801751,0.2982801751,-38.9864605969
2.5492808005,0.2992808005,-38.9510441385
2.5502814259,0.3002814259,-38.9243097959
2.5512820513,0.3012820513,-38.9055709081
2.5522826767,0.3022826767,-38.8942923579
2.5532833021,0.3032833021,-38.8900584523
2.5542839275,0.3042839275,-38.8925503163
2.5552845528,0.3052845528,-38.9015299100
2.5562851782,0.3062851782,-38.9168288331
2.5572858036,0.3072858036,-38.9383407378
2.5582864290,0.3082864290,-38.9660166067
2.5592870544,0.3092870544,-38.9998624543
2.5602876798,0.3102876798,-39.0399392424
2.5612883052,0.3112883052,-39.0863649975
2.5622889306,0.3122889306,-39.1393193130
2.5632895560,0.3132895560,-39.1990506431
2.5642901814,0.3142901814,-39.2658870874
2.5652908068,0.3152908068,-39.3402517727
2.5662914321,0.3162914321,-39.4226845614
2.5672920575,0.3172920575,-39.5138727962
2.5682926829,0.3182926829,-39.6146954043
2.5692933083,0.3192933083,-39.7262874675
2.5702939337,0.3202939337,-39.8501373407
2.5712945591,0.3212945591,-39.9882377968
2.5722951845,0.3222951845,-40.1433314206
2.5732958099,0.3232958099,-40.3193306098
2.5742964353,0.3242964353,-40.5220861338
2.5752970607,0.3252970607,-40.7609217048
2.5762976861,0.3262976861,-41.0520848878
2.5772983114,0.3272983114,-41.4279770612
2.5782989368,0.3282989368,-41.9699702380
2.5792995622,0.3292995622,-43.0248774489
2.5803001876,0.3303001876,-43.4215157621
2.5813008130,0.3313008130,-42.2624282111
2.5823014384,0.3323014384,-41.7974104140
2.5833020638,0.3333020638,-41.5248912406
2.5843026892,0.3343026892,-41.3469267900
2.5853033146,0.3353033146,-41.2269432553
2.5863039400,0.3363039400,-41.1474204509
2.5873045654,0.3373045654,-41.0987832440
2.5883051907,0.3383051907,-41.0754187420
2.5893058161,0.3393058161,-41.0739715437
2.5903064415,0.3403064415,-41.0925366824
2.5913070669,0.3413070669,-41.1302694175
2.5923076923,0.3423076923,-41.1872260472
2.5933083177,0.3433083177,-41.2643697525
2.5943089431,0.3443089431,-41.3637437212
2.5953095685,0.3453095685,-41.4888836882
2.5963101939,0.3463101939,-41.6456688727
2.5973108193,0.3473108193,-41.8441280474
2.5983114447,0.3483114447,-42.1027011315
2.5993120700,0.3493120700,-42.4603268452
2.6003126954,0.3503126954,-43.0239933127
2.6013133208,0.3513133208,-44.3992346895
2.6023139462,0.3523139462,-43.7707332581
2.6033145716,0.3533145716,-42.8666567854
2.6043151970,0.3543151970,-42.4207539084
2.6053158224,0.3553158224,-42.1322860104
2.6063164478,0.3563164478,-41.9261325288
2.6073170732,0.3573170732,-41.7717697109
2.6083176986,0.3583176986,-41.6537663219
2.6093183240,0.3593183240,-41.5632591335
2.6103189493,0.3603189493,-41.4947181639
2.6113195747,0.3613195747,-41.4444954505
2.6123202001,0.3623202001,-41.4100950813
2.6133208255,0.3633208255,-41.3897746163
2.6143214509,0.3643214509,-41.3823142546
2.6153220763,0.3653220763,-41.3868779263
2.6163227017,0.3663227017,-41.4029285188
2.6173233271,0.3673233271,-41.4301774860
2.6183239525,0.3683239525,-41.4685584184
2.6193245779,0.3693245779,-41.5182195153
2.6203252033,0.3703252033,-41.5795335275
2.6213258286,0.3713258286,-41.6531269030
2.6223264540,0.3723264540,-41.7399335841
2.6233270794,0.3733270794,-41.8412844928
2.6243277048,0.3743277048,-41.9590535614
2.6253283302,0.3753283302,-42.0959002877
2.6263289556,0.3763289556,-42.2556893894
2.6273295810,0.3773295810,-42.4442626170
2.6283302064,0.3783302064,-42.6709836359
2.6293308318,0.3793308318,-42.9522177208
2.6303314572,0.3803314572,-43.3206558117
2.6313320826,0.3813320826,-43.8585742381
2.6323327079,0.3823327079,-44.9192950087
2.6333333333,0.3833333333,-45.2777551617
2.6343339587,0.3843339587,-44.1348926574
2.6353345841,0.3853345841,-43.6768692429
2.6363352095,0.3863352095,-43.4134099440
2.6373358349,0.3873358349,-43.2482298375
2.6383364603,0.3883364603,-43.1458734658
2.6393370857,0.3893370857,-43.0900882085
2.6403377111,0.3903377111,-43.0729857529
2.6413383365,0.3913383365,-43.0913553380
2.6423389619,0.3923389619,-43.1454394895
2.6433395872,0.3933395872,-43.2390270448
2.6443402126,0.3943402126,-43.3809428692
2.6453408380,0.3953408380,-43.5893767420
2.6463414634,0.3963414634,-43.9049404690
2.6473420888,0.3973420888,-44.4443652515
2.6483427142,0.3983427142,-45.9602197639
2.6493433396,0.3993433396,-44.9347724780
2.6503439650,0.4003439650,-44.0509400838
2.6513445904,0.4013445904,-43.5791790764
2.6523452158,0.4023452158,-43.2568810548
2.6533458412,0.4033458412,-43.0143441835
2.6543464665,0.4043464665,-42.8225040023
2.6553470919,0.4053470919,-42.6663954286
2.6563477173,0.4063477173,-42.5372763169
2.6573483427,0.4073483427,-42.4295898120
2.6583489681,0.4083489681,-42.3395850317
2.6593495935,0.4093495935,-42.2646155978
2.6603502189,0.4103502189,-42.2027517526
2.6613508443,0.4113508443,-42.1525516349
2.6623514697,0.4123514697,-42.1129194278
2.6633520951,0.4133520951,-42.0830138070
2.6643527205,0.4143527205,-42.0621870060
2.6653533458,0.4153533458,-42.0499433567
2.6663539712,0.4163539712,-42.0459107376
2.6673545966,0.4173545966,-42.0498209471
2.6683552220,0.4183552220,-42.0614965394
2.6693558474,0.4193558474,-42.0808426144
2.6703564728,0.4203564728,-42.1078426846
2.6713570982,0.4213570982,-42.1425582000
2.6723577236,0.4223577236,-42.1851316992
2.6733583490,0.4233583490,-42.2357939310
2.6743589744,0.4243589744,-42.2948757353
2.6753595997,0.4253595997,-42.3628260698
2.6763602251,0.4263602251,-42.4402384574
2.6773608505,0.4273608505,-42.5278895457
2.6783614759,0.4283614759,-42.6267958462
2.6793621013,0.4293621013,-42.7382989141
2.6803627267,0.4303627267,-42.8641969919
2.6813633521,0.4313633521,-43.0069563614
2.6823639775,0.4323639775,-43.1700675084
2.6833646029,0.4333646029,-43.3586835140
2.6843652283,0.4343652283,-43.5808597251
2.6853658537,0.4353658537,-43.8502350576
2.6863664790,0.4363664790,-44.1927954651
2.6873671044,0.4373671044,-44.6686034706
2.6883677298,0.4383677298,-45.4831565166
2.6893683552,0.4393683552,-47.4969749300
2.6903689806,0.4403689806,-45.3543987392
2.6913696060,0.4413696060,-44.7855213854
2.6923702314,0.4423702314,-44.4725046862
2.6933708568,0.4433708568,-44.2731020145
2.6943714822,0.4443714822,-44.1401135881
2.6953721076,0.4453721076,-44.0521387569
2.6963727330,0.4463727330,-43.9978058160
2.6973733583,0.4473733583,-43.9705071111
2.6983739837,0.4483739837,-43.9662329935
2.6993746091,0.4493746091,-43.9825589390
2.7003752345,0.4503752345,-44.0181377098
2.7013758599,0.4513758599,-44.0724462815
2.7023764853,0.4523764853,-44.1456842628
2.7033771107,0.4533771107,-44.2387864830
2.7043777361,0.4543777361,-44.3535532737
2.7053783615,0.4553783615,-44.4929449983
2.7063789869,0.4563789869,-44.6616621505
2.7073796123,0.4573796123,-44.8673057400
2.7083802376,0.4583802376,-45.1228967533
2.7093808630,0.4593808630,-45.4531737373
2.7103814884,0.4603814884,-45.9144103828
2.7113821138,0.4613821138,-46.6912351228
2.7123827392,0.4623827392,-49.6141901165
2.7133833646,0.4633833646,-46.7222982843
2.7143839900,0.4643839900,-46.1412122575
2.7153846154,0.4653846154,-45.8429882085
2.7163852408,0.4663852408,-45.6723641065
2.7173858662,0.4673858662,-45.5812258963
2.7183864916,0.4683864916,-45.5503375592
2.7193871169,0.4693871169,-45.5728102263
2.7203877423,0.4703877423,-45.6498146774
2.7213883677,0.4713883677,-45.7912756056
2.7223889931,0.4723889931,-46.0225707441
2.7233896185,0.4733896185,-46.4101424542
2.7243902439,0.4743902439,-47.2102598393
2.7253908693,0.4753908693,-48.2116116284
2.7263914947,0.4763914947,-46.5982729555
2.7273921201,0.4773921201,-45.9874241909
