u,x,lnF
1.3796794872,0.1371794872,-12.0292904519
1.3806801126,0.1381801126,-12.8438993416
1.3816807380,0.1391807380,-14.2494798427
1.3826813634,0.1401813634,-12.4538024827
1.3836819887,0.1411819887,-11.8523354719
1.3846826141,0.1421826141,-11.4829360453
1.3856832395,0.1431832395,-11.2165445523
1.3866838649,0.1441838649,-11.0086739990
1.3876844903,0.1451844903,-10.8386174552
1.3886851157,0.1461851157,-10.6950368227
1.3896857411,0.1471857411,-10.5710448772
1.3906863665,0.1481863665,-10.4621429783
1.3916869919,0.1491869919,-10.3652301555
1.3926876173,0.1501876173,-10.2780781011
1.3936882427,0.1511882427,-10.1990316494
1.3946888680,0.1521888680,-10.1268276666
1.3956894934,0.1531894934,-10.0604802716
1.3966901188,0.1541901188,-9.9992052141
1.3976907442,0.1551907442,-9.9423683990
1.3986913696,0.1561913696,-9.8894498569
1.3996919950,0.1571919950,-9.8400179140
1.4006926204,0.1581926204,-9.7937102802
1.4016932458,0.1591932458,-9.7502199447
1.4026938712,0.1601938712,-9.7092844841
1.4036944966,0.1611944966,-9.6706778366
1.4046951220,0.1621951220,-9.6342038907
1.4056957473,0.1631957473,-9.5996914280
1.4066963727,0.1641963727,-9.5669900904
1.4076969981,0.1651969981,-9.5359671331
1.4086976235,0.1661976235,-9.5065047860
1.4096982489,0.1671982489,-9.4784980915
1.4106988743,0.1681988743,-9.4518531200
1.4116994997,0.1691994997,-9.4264854853
1.4127001251,0.1702001251,-9.4023191027
1.4137007505,0.1712007505,-9.3792851421
1.4147013759,0.1722013759,-9.3573211428
1.4157020013,0.1732020013,-9.3363702582
1.4167026266,0.1742026266,-9.3163806104
1.4177032520,0.1752032520,-9.2973047351
1.4187038774,0.1762038774,-9.2790991016
1.4197045028,0.1772045028,-9.2617236976
1.4207051282,0.1782051282,-9.2451416666
1.4217057536,0.1792057536,-9.2293189918
1.4227063790,0.1802063790,-9.2142242183
1.4237070044,0.1812070044,-9.1998282093
1.4247076298,0.1822076298,-9.1861039305
1.4257082552,0.1832082552,-9.1730262587
1.4267088806,0.1842088806,-9.1605718133
1.4277095059,0.1852095059,-9.1487188048
1.4287101313,0.1862101313,-9.1374469000
1.4297107567,0.1872107567,-9.1267371023
1.4307113821,0.1882113821,-9.1165716429
1.4317120075,0.1892120075,-9.1069338836
1.4327126329,0.1902126329,-9.0978082299
1.4337132583,0.1912132583,-9.0891800516
1.4347138837,0.1922138837,-9.0810356109
1.4357145091,0.1932145091,-9.0733619986
1.4367151345,0.1942151345,-9.0661470743
1.4377157598,0.1952157598,-9.0593794138
1.4387163852,0.1962163852,-9.0530482596
1.4397170106,0.1972170106,-9.0471434770
1.4407176360,0.1982176360,-9.0416555135
1.4417182614,0.1992182614,-9.0365753613
1.4427188868,0.2002188868,-9.0318945237
1.4437195122,0.2012195122,-9.0276049835
1.4447201376,0.2022201376,-9.0236991747
1.4457207630,0.2032207630,-9.0201699560
1.4467213884,0.2042213884,-9.0170105865
1.4477220138,0.2052220138,-9.0142147035
1.4487226391,0.2062226391,-9.0117763018
1.4497232645,0.2072232645,-9.0096897149
1.4507238899,0.2082238899,-9.0079495970
1.4517245153,0.2092245153,-9.0065509075
1.4527251407,0.2102251407,-9.0054888953
1.4537257661,0.2112257661,-9.0047590854
1.4547263915,0.2122263915,-9.0043572660
1.4557270169,0.2132270169,-9.0042794764
1.4567276423,0.2142276423,-9.0045219962
1.4577282677,0.2152282677,-9.0050813353
1.4587288931,0.2162288931,-9.0059542242
1.4597295184,0.2172295184,-9.0071376052
1.4607301438,0.2182301438,-9.0086286248
1.4617307692,0.2192307692,-9.0104246260
1.4627313946,0.2202313946,-9.0125231412
1.4637320200,0.2212320200,-9.0149218862
1.4647326454,0.2222326454,-9.0176187543
1.4657332708,0.2232332708,-9.0206118108
1.4667338962,0.2242338962,-9.0238992882
1.4677345216,0.2252345216,-9.0274795817
1.4687351470,0.2262351470,-9.0313512450
1.4697357724,0.2272357724,-9.0355129866
1.4707363977,0.2282363977,-9.0399636665
1.4717370231,0.2292370231,-9.0447022932
1.4727376485,0.2302376485,-9.0497280208
1.4737382739,0.2312382739,-9.0550401469
1.4747388993,0.2322388993,-9.0606381104
1.4757395247,0.2332395247,-9.0665214896
1.4767401501,0.2342401501,-9.0726900010
1.4777407755,0.2352407755,-9.0791434979
1.4787414009,0.2362414009,-9.0858819695
1.4797420263,0.2372420263,-9.0929055402
1.4807426517,0.2382426517,-9.1002144695
1.4817432770,0.2392432770,-9.1078091516
1.4827439024,0.2402439024,-9.1156901153
1.4837445278,0.2412445278,-9.1238580252
1.4847451532,0.2422451532,-9.1323136816
1.4857457786,0.2432457786,-9.1410580219
1.4867464040,0.2442464040,-9.1500921215
1.4877470294,0.2452470294,-9.1594171957
1.4887476548,0.2462476548,-9.1690346012
1.4897482802,0.2472482802,-9.1789458382
1.4907489056,0.2482489056,-9.1891525529
1.4917495310,0.2492495310,-9.1996565399
1.4927501563,0.2502501563,-9.2104597458
1.4937507817,0.2512507817,-9.2215642718
1.4947514071,0.2522514071,-9.2329723781
1.4957520325,0.2532520325,-9.2446864873
1.4967526579,0.2542526579,-9.2567091894
1.4977532833,0.2552532833,-9.2690432463
1.4987539087,0.2562539087,-9.2816915975
1.4997545341,0.2572545341,-9.2946573653
1.5007551595,0.2582551595,-9.3079438612
1.5017557849,0.2592557849,-9.3215545929
1.5027564103,0.2602564103,-9.3354932715
1.5037570356,0.2612570356,-9.3497638188
1.5047576610,0.2622576610,-9.3643703768
1.5057582864,0.2632582864,-9.3793173158
1.5067589118,0.2642589118,-9.3946092451
1.5077595372,0.2652595372,-9.4102510233
1.5087601626,0.2662601626,-9.4262477696
1.5097607880,0.2672607880,-9.4426048767
1.5107614134,0.2682614134,-9.4593280237
1.5117620388,0.2692620388,-9.4764231911
1.5127626642,0.2702626642,-9.4938966756
1.5137632896,0.2712632896,-9.5117551077
1.5147639149,0.2722639149,-9.5300054695
1.5157645403,0.2732645403,-9.5486551148
1.5167651657,0.2742651657,-9.5677117898
1.5177657911,0.2752657911,-9.5871836570
1.5187664165,0.2762664165,-9.6070793197
1.5197670419,0.2772670419,-9.6274078497
1.5207676673,0.2782676673,-9.6481788165
1.5217682927,0.2792682927,-9.6694023199
1.5227689181,0.2802689181,-9.6910890252
1.5237695435,0.2812695435,-9.7132502012
1.5247701689,0.2822701689,-9.7358977623
1.5257707942,0.2832707942,-9.7590443143
1.5267714196,0.2842714196,-9.7827032050
1.5277720450,0.2852720450,-9.8068885786
1.5287726704,0.2862726704,-9.8316154371
1.5297732958,0.2872732958,-9.8568997067
1.5307739212,0.2882739212,-9.8827583114
1.5317745466,0.2892745466,-9.9092092548
1.5327751720,0.2902751720,-9.9362717101
1.5337757974,0.2912757974,-9.9639661202
1.5347764228,0.2922764228,-9.9923143091
1.5357770482,0.2932770482,-10.0213396066
1.5367776735,0.2942776735,-10.0510669864
1.5377782989,0.2952782989,-10.0815232221
1.5387789243,0.2962789243,-10.1127370621
1.5397795497,0.2972795497,-10.1447394261
1.5407801751,0.2982801751,-10.1775636279
1.5417808005,0.2992808005,-10.2112456272
1.5427814259,0.3002814259,-10.2458243165
1.5437820513,0.3012820513,-10.2813418480
1.5447826767,0.3022826767,-10.3178440079
1.5457833021,0.3032833021,-10.3553806469
1.5467839275,0.3042839275,-10.3940061764
1.5477845528,0.3052845528,-10.4337801438
1.5487851782,0.3062851782,-10.4747679024
1.5497858036,0.3072858036,-10.5170413943
1.5507864290,0.3082864290,-10.5606800711
1.5517870544,0.3092870544,-10.6057719821
1.5527876798,0.3102876798,-10.6524150677
1.5537883052,0.3112883052,-10.7007187076
1.5547889306,0.3122889306,-10.7508055839
1.5557895560,0.3132895560,-10.8028139423
1.5567901814,0.3142901814,-10.8569003563
1.5577908068,0.3152908068,-10.9132431351
1.5587914321,0.3162914321,-10.9720465646
1.5597920575,0.3172920575,-11.0335462385
1.5607926829,0.3182926829,-11.0980158332
1.5617933083,0.3192933083,-11.1657758241
1.5627939337,0.3202939337,-11.2372048512
1.5637945591,0.3212945591,-11.3127547637
1.5647951845,0.3222951845,-11.3929708712
1.5657958099,0.3232958099,-11.4785197285
1.5667964353,0.3242964353,-11.5702280860
1.5677970607,0.3252970607,-11.6691388691
1.5687976861,0.3262976861,-11.7765939801
1.5697983114,0.3272983114,-11.8943610005
1.5707989368,0.3282989368,-12.0248350707
1.5717995622,0.3292995622,-12.1713767741
1.5728001876,0.3303001876,-12.3389133503
1.5738008130,0.3313008130,-12.5350957892
1.5748014384,0.3323014384,-12.7727716205
1.5758020638,0.3333020638,-13.0761130390
1.5768026892,0.3343026892,-13.4997317571
1.5778033146,0.3353033146,-14.2204252310
1.5788039400,0.3363039400,-17.8262224661
1.5798045654,0.3373045654,-14.1952205105
1.5808051907,0.3383051907,-13.5297918644
1.5818058161,0.3393058161,-13.1435670878
1.5828064415,0.3403064415,-12.8731715940
1.5838070669,0.3413070669,-12.6666828928
1.5848076923,0.3423076923,-12.5008299892
1.5858083177,0.3433083177,-12.3631558090
1.5868089431,0.3443089431,-12.2462083539
1.5878095685,0.3453095685,-12.1451743392
1.5888101939,0.3463101939,-12.0567646789
1.5898108193,0.3473108193,-11.9786326341
1.5908114447,0.3483114447,-11.9090456167
1.5918120700,0.3493120700,-11.8466885346
1.5928126954,0.3503126954,-11.7905400822
1.5938133208,0.3513133208,-11.7397917412
1.5948139462,0.3523139462,-11.6937929363
1.5958145716,0.3533145716,-11.6520128253
1.5968151970,0.3543151970,-11.6140130170
1.5978158224,0.3553158224,-11.5794276701
1.5988164478,0.3563164478,-11.5479487031
1.5998170732,0.3573170732,-11.5193146174
1.6008176986,0.3583176986,-11.4933019274
1.6018183240,0.3593183240,-11.4697185017
1.6028189493,0.3603189493,-11.4483983295
1.6038195747,0.3613195747,-11.4291973624
1.6048202001,0.3623202001,-11.4119901803
1.6058208255,0.3633208255,-11.3966672959
1.6068214509,0.3643214509,-11.3831329590
1.6078220763,0.3653220763,-11.3713033560
1.6088227017,0.3663227017,-11.3611051273
1.6098233271,0.3673233271,-11.3524741388
1.6108239525,0.3683239525,-11.3453544623
1.6118245779,0.3693245779,-11.3396975273
1.6128252033,0.3703252033,-11.3354614155
1.6138258286,0.3713258286,-11.3326102738
1.6148264540,0.3723264540,-11.3311138304
1.6158270794,0.3733270794,-11.3309469968
1.6168277048,0.3743277048,-11.3320895466
1.6178283302,0.3753283302,-11.3345258613
1.6188289556,0.3763289556,-11.3382447362
1.6198295810,0.3773295810,-11.3432392424
1.6208302064,0.3783302064,-11.3495066404
1.6218308318,0.3793308318,-11.3570483434
1.6228314572,0.3803314572,-11.3658699295
1.6238320826,0.3813320826,-11.3759812034
1.6248327079,0.3823327079,-11.3873963083
1.6258333333,0.3833333333,-11.4001338914
1.6268339587,0.3843339587,-11.4142173278
1.6278345841,0.3853345841,-11.4296750068
1.6288352095,0.3863352095,-11.4465406908
1.6298358349,0.3873358349,-11.4648539544
1.6308364603,0.3883364603,-11.4846607183
1.6318370857,0.3893370857,-11.5060138926
1.6328377111,0.3903377111,-11.5289741502
1.6338383365,0.3913383365,-11.5536108574
1.6348389619,0.3923389619,-11.5800031915
1.6358395872,0.3933395872,-11.6082414900
1.6368402126,0.3943402126,-11.6384288829
1.6378408380,0.3953408380,-11.6706832789
1.6388414634,0.3963414634,-11.7051397952
1.6398420888,0.3973420888,-11.7419537512
1.6408427142,0.3983427142,-11.7813043864
1.6418433396,0.3993433396,-11.8233995174
1.6428439650,0.4003439650,-11.8684814301
1.6438445904,0.4013445904,-11.9168344182
1.6448452158,0.4023452158,-11.9687945477
1.6458458412,0.4033458412,-12.0247624810
1.6468464665,0.4043464665,-12.0852205845
1.6478470919,0.4053470919,-12.1507561555
1.6488477173,0.4063477173,-12.2220935924
1.6498483427,0.4073483427,-12.3001399846
1.6508489681,0.4083489681,-12.3860514487
1.6518495935,0.4093495935,-12.4813326793
1.6528502189,0.4103502189,-12.5879919073
1.6538508443,0.4113508443,-12.7087929537
1.6548514697,0.4123514697,-12.8476879741
1.6558520951,0.4133520951,-13.0106127522
1.6568527205,0.4143527205,-13.2070838126
1.6578533458,0.4153533458,-13.4538186070
1.6588539712,0.4163539712,-13.7845345515
1.6598545966,0.4173545966,-14.2855351225
1.6608552220,0.4183552220,-15.3448920064
1.6618558474,0.4193558474,-15.4597558528
1.6628564728,0.4203564728,-14.3194166747
1.6638570982,0.4213570982,-13.7996124317
1.6648577236,0.4223577236,-13.4589491806
1.6658583490,0.4233583490,-13.2052047160
1.6668589744,0.4243589744,-13.0030439601
1.6678595997,0.4253595997,-12.8351240365
1.6688602251,0.4263602251,-12.6916336601
1.6698608505,0.4273608505,-12.5664783846
1.6708614759,0.4283614759,-12.4556118047
1.6718621013,0.4293621013,-12.3562095328
1.6728627267,0.4303627267,-12.2662217504
1.6738633521,0.4313633521,-12.1841135023
1.6748639775,0.4323639775,-12.1087054790
1.6758646029,0.4333646029,-12.0390719626
1.6768652283,0.4343652283,-11.9744729495
1.6778658537,0.4353658537,-11.9143075731
1.6788664790,0.4363664790,-11.8580812767
1.6798671044,0.4373671044,-11.8053821365
1.6808677298,0.4383677298,-11.7558634352
1.6818683552,0.4393683552,-11.7092306035
1.6828689806,0.4403689806,-11.6652312806
1.6838696060,0.4413696060,-11.6236476375
1.6848702314,0.4423702314,-11.5842903746
1.6858708568,0.4433708568,-11.5469939716
1.6868714822,0.4443714822,-11.5116128892
1.6878721076,0.4453721076,-11.4780185040
1.6888727330,0.4463727330,-11.4460966104
1.6898733583,0.4473733583,-11.4157453710
1.6908739837,0.4483739837,-11.3868736203
1.6918746091,0.4493746091,-11.3593994518
1.6928752345,0.4503752345,-11.3332490337
1.6938758599,0.4513758599,-11.3083556099
1.6948764853,0.4523764853,-11.2846586535
1.6958771107,0.4533771107,-11.2621031438
1.6968777361,0.4543777361,-11.2406389487
1.6978783615,0.4553783615,-11.2202202918
1.6988789869,0.4563789869,-11.2008052930
1.6998796123,0.4573796123,-11.1823555691
1.7008802376,0.4583802376,-11.1648358868
1.7018808630,0.4593808630,-11.1482138589
1.7028814884,0.4603814884,-11.1324596784
1.7038821138,0.4613821138,-11.1175458844
1.7048827392,0.4623827392,-11.1034471560
1.7058833646,0.4633833646,-11.0901401297
1.7068839900,0.4643839900,-11.0776032384
1.7078846154,0.4653846154,-11.0658165674
1.7088852408,0.4663852408,-11.0547617272
1.7098858662,0.4673858662,-11.0444217397
1.7108864916,0.4683864916,-11.0347809370
1.7118871169,0.4693871169,-11.0258248702
1.7128877423,0.4703877423,-11.0175402290
1.7138883677,0.4713883677,-11.0099147690
1.7148889931,0.4723889931,-11.0029372467
1.7158896185,0.4733896185,-10.9965973619
1.7168902439,0.4743902439,-10.9908857052
1.7178908693,0.4753908693,-10.9857937126
1.7188914947,0.4763914947,-10.9813136235
1.7198921201,0.4773921201,-10.9774384445
