u,x,lnF
1.8306269543,0.0531269543,-17.5188718073
1.8316275797,0.0541275797,-17.5375134834
1.8326282051,0.0551282051,-17.5575336445
1.8336288305,0.0561288305,-17.5789378421
1.8346294559,0.0571294559,-17.6017354502
1.8356300813,0.0581300813,-17.6259397475
1.8366307067,0.0591307067,-17.6515680429
1.8376313321,0.0601313321,-17.6786418491
1.8386319575,0.0611319575,-17.7071871070
1.8396325829,0.0621325829,-17.7372344669
1.8406332083,0.0631332083,-17.7688196349
1.8416338336,0.0641338336,-17.8019837907
1.8426344590,0.0651344590,-17.8367740922
1.8436350844,0.0661350844,-17.8732442781
1.8446357098,0.0671357098,-17.9114553883
1.8456363352,0.0681363352,-17.9514766247
1.8466369606,0.0691369606,-17.9933863820
1.8476375860,0.0701375860,-18.0372734834
1.8486382114,0.0711382114,-18.0832386707
1.8496388368,0.0721388368,-18.1313964077
1.8506394622,0.0731394622,-18.1818770763
1.8516400876,0.0741400876,-18.2348296687
1.8526407129,0.0751407129,-18.2904251136
1.8536413383,0.0761413383,-18.3488604183
1.8546419637,0.0771419637,-18.4103638799
1.8556425891,0.0781425891,-18.4752017078
1.8566432145,0.0791432145,-18.5436865411
1.8576438399,0.0801438399,-18.6161885478
1.8586444653,0.0811444653,-18.6931501032
1.8596450907,0.0821450907,-18.7751055233
1.8606457161,0.0831457161,-18.8627080989
1.8616463415,0.0841463415,-18.9567679246
1.8626469669,0.0851469669,-19.0583061492
1.8636475922,0.0861475922,-19.1686350176
1.8646482176,0.0871482176,-19.2894799755
1.8656488430,0.0881488430,-19.4231735123
1.8666494684,0.0891494684,-19.5729781321
1.8676500938,0.0901500938,-19.7436577745
1.8686507192,0.0911507192,-19.9425694599
1.8696513446,0.0921513446,-20.1819727986
1.8706519700,0.0931519700,-20.4846697892
1.8716525954,0.0941525954,-20.9011764690
1.8726532208,0.0951532208,-21.5880213266
1.8736538462,0.0961538462,-24.5348385234
1.8746544715,0.0971544715,-21.7451770734
1.8756550969,0.0981550969,-21.0452075068
1.8766557223,0.0991557223,-20.6534981417
1.8776563477,0.1001563477,-20.3851047097
1.8786569731,0.1011569731,-20.1838527509
1.8796575985,0.1021575985,-20.0250666859
1.8806582239,0.1031582239,-19.8956943228
1.8816588493,0.1041588493,-19.7879916245
1.8826594747,0.1051594747,-19.6969881838
1.8836601001,0.1061601001,-19.6193056423
1.8846607255,0.1071607255,-19.5525454495
1.8856613508,0.1081613508,-19.4949455386
1.8866619762,0.1091619762,-19.4451755816
1.8876626016,0.1101626016,-19.4022087130
1.8886632270,0.1111632270,-19.3652378473
1.8896638524,0.1121638524,-19.3336192186
1.8906644778,0.1131644778,-19.3068331897
1.8916651032,0.1141651032,-19.2844563872
1.8926657286,0.1151657286,-19.2661414791
1.8936663540,0.1161663540,-19.2516022455
1.8946669794,0.1171669794,-19.2406023970
1.8956676048,0.1181676048,-19.2329471087
1.8966682301,0.1191682301,-19.2284765565
1.8976688555,0.1201688555,-19.2270609654
1.8986694809,0.1211694809,-19.2285968194
1.8996701063,0.1221701063,-19.2330039867
1.9006707317,0.1231707317,-19.2402235838
1.9016713571,0.1241713571,-19.2502164551
1.9026719825,0.1251719825,-19.2629621840
1.9036726079,0.1261726079,-19.2784585814
1.9046732333,0.1271732333,-19.2967216258
1.9056738587,0.1281738587,-19.3177858508
1.9066744841,0.1291744841,-19.3417052022
1.9076751094,0.1301751094,-19.3685544077
1.9086757348,0.1311757348,-19.3984309370
1.9096763602,0.1321763602,-19.4314576633
1.9106769856,0.1331769856,-19.4677863859
1.9116776110,0.1341776110,-19.5076024418
1.9126782364,0.1351782364,-19.5511307209
1.9136788618,0.1361788618,-19.5986435372
1.9146794872,0.1371794872,-19.6504709964
1.9156801126,0.1381801126,-19.7070147946
1.9166807380,0.1391807380,-19.7687668332
1.9176813634,0.1401813634,-19.8363347431
1.9186819887,0.1411819887,-19.9104775760
1.9196826141,0.1421826141,-19.9921568744
1.9206832395,0.1431832395,-20.0826117561
1.9216838649,0.1441838649,-20.1834729119
1.9226844903,0.1451844903,-20.2969424635
1.9236851157,0.1461851157,-20.4260912946
1.9246857411,0.1471857411,-20.5753798549
1.9256863665,0.1481863665,-20.7516401383
1.9266869919,0.1491869919,-20.9661164046
1.9276876173,0.1501876173,-21.2393213292
1.9286882427,0.1511882427,-21.6152173744
1.9296888680,0.1521888680,-22.2206346714
1.9306894934,0.1531894934,-23.9720323704
1.9316901188,0.1541901188,-22.6578682738
1.9326907442,0.1551907442,-21.8445699482
1.9336913696,0.1561913696,-21.4065210457
1.9346919950,0.1571919950,-21.1067006000
1.9356926204,0.1581926204,-20.8796942281
1.9366932458,0.1591932458,-20.6978780603
1.9376938712,0.1601938712,-20.5469590948
1.9386944966,0.1611944966,-20.4185739444
1.9396951220,0.1621951220,-20.3074033980
1.9406957473,0.1631957473,-20.2098533196
1.9416963727,0.1641963727,-20.1233807763
1.9426969981,0.1651969981,-20.0461201914
1.9436976235,0.1661976235,-19.9766622515
1.9446982489,0.1671982489,-19.9139162953
1.9456988743,0.1681988743,-19.8570209978
1.9466994997,0.1691994997,-19.8052843383
1.9477001251,0.1702001251,-19.7581420357
1.9487007505,0.1712007505,-19.7151280269
1.9497013759,0.1722013759,-19.6758530295
1.9507020013,0.1732020013,-19.6399886700
1.9517026266,0.1742026266,-19.6072555289
1.9527032520,0.1752032520,-19.5774139972
1.9537038774,0.1762038774,-19.5502571866
1.9547045028,0.1772045028,-19.5256053649
1.9557051282,0.1782051282,-19.5033015382
1.9567057536,0.1792057536,-19.4832079089
1.9577063790,0.1802063790,-19.4652030091
1.9587070044,0.1812070044,-19.4491793610
1.9597076298,0.1822076298,-19.4350415532
1.9607082552,0.1832082552,-19.4227046469
1.9617088806,0.1842088806,-19.4120928478
1.9627095059,0.1852095059,-19.4031383928
1.9637101313,0.1862101313,-19.3957806109
1.9647107567,0.1872107567,-19.3899651285
1.9657113821,0.1882113821,-19.3856431933
1.9667120075,0.1892120075,-19.3827710968
1.9677126329,0.1902126329,-19.3813096799
1.9687132583,0.1912132583,-19.3812239087
1.9697138837,0.1922138837,-19.3824825085
1.9707145091,0.1932145091,-19.3850576495
1.9717151345,0.1942151345,-19.3889246753
1.9727157598,0.1952157598,-19.3940618693
1.9737163852,0.1962163852,-19.4004502534
1.9747170106,0.1972170106,-19.4080734158
1.9757176360,0.1982176360,-19.4169173640
1.9767182614,0.1992182614,-19.4269704006
1.9777188868,0.2002188868,-19.4382230188
1.9787195122,0.2012195122,-19.4506678175
1.9797201376,0.2022201376,-19.4642994323
1.9807207630,0.2032207630,-19.4791144832
1.9817213884,0.2042213884,-19.4951115369
1.9827220138,0.2052220138,-19.5122910830
1.9837226391,0.2062226391,-19.5306555250
1.9847232645,0.2072232645,-19.5502091843
1.9857238899,0.2082238899,-19.5709583178
1.9867245153,0.2092245153,-19.5929111504
1.9877251407,0.2102251407,-19.6160779206
1.9887257661,0.2112257661,-19.6404709426
1.9897263915,0.2122263915,-19.6661046835
1.9907270169,0.2132270169,-19.6929958581
1.9917276423,0.2142276423,-19.7211635431
1.9927282677,0.2152282677,-19.7506293113
1.9937288931,0.2162288931,-19.7814173896
1.9947295184,0.2172295184,-19.8135548428
1.9957301438,0.2182301438,-19.8470717869
1.9967307692,0.2192307692,-19.8820016359
1.9977313946,0.2202313946,-19.9183813874
1.9987320200,0.2212320200,-19.9562519530
1.9997326454,0.2222326454,-19.9956585400
2.0007332708,0.2232332708,-20.0366510951
2.0017338962,0.2242338962,-20.0792848195
2.0027345216,0.2252345216,-20.1236207686
2.0037351470,0.2262351470,-20.1697265547
2.0047357724,0.2272357724,-20.2176771708
2.0057363977,0.2282363977,-20.2675559632
2.0067370231,0.2292370231,-20.3194557832
2.0077376485,0.2302376485,-20.3734803609
2.0087382739,0.2312382739,-20.4297459509
2.0097388993,0.2322388993,-20.4883833195
2.0107395247,0.2332395247,-20.5495401594
2.0117401501,0.2342401501,-20.6133840484
2.0127407755,0.2352407755,-20.6801061049
2.0137414009,0.2362414009,-20.7499255476
2.0147420263,0.2372420263,-20.8230954410
2.0157426517,0.2382426517,-20.8999100193
2.0167432770,0.2392432770,-20.9807141382
2.0177439024,0.2402439024,-21.0659156450
2.0187445278,0.2412445278,-21.1560018224
2.0197451532,0.2422451532,-21.2515616299
2.0207457786,0.2432457786,-21.3533163918
2.0217464040,0.2442464040,-21.4621630994
2.0227470294,0.2452470294,-21.5792371258
2.0237476548,0.2462476548,-21.7060058404
2.0247482802,0.2472482802,-21.8444134294
2.0257489056,0.2482489056,-21.9971147327
2.0267495310,0.2492495310,-22.1678731192
2.0277501563,0.2502501563,-22.3622834328
2.0287507817,0.2512507817,-22.5892022474
2.0297514071,0.2522514071,-22.8639229463
2.0307520325,0.2532520325,-23.2165024005
2.0317526579,0.2542526579,-23.7203521908
2.0327532833,0.2552532833,-24.6641308207
2.0337539087,0.2562539087,-25.4469670919
2.0347545341,0.2572545341,-24.0746920148
2.0357551595,0.2582551595,-23.5525547891
2.0367557849,0.2592557849,-23.2368495582
2.0377564103,0.2602564103,-23.0174856740
2.0387570356,0.2612570356,-22.8545601568
2.0397576610,0.2622576610,-22.7290647935
2.0407582864,0.2632582864,-22.6304674953
2.0417589118,0.2642589118,-22.5523398790
2.0427595372,0.2652595372,-22.4904877547
2.0437601626,0.2662601626,-22.4420411018
2.0447607880,0.2672607880,-22.4049678125
2.0457614134,0.2682614134,-22.3777950587
2.0467620388,0.2692620388,-22.3594408949
2.0477626642,0.2702626642,-22.3491083397
2.0487632896,0.2712632896,-22.3462169165
2.0497639149,0.2722639149,-22.3503578562
2.0507645403,0.2732645403,-22.3612650773
2.0517651657,0.2742651657,-22.3787973740
2.0527657911,0.2752657911,-22.4029292305
2.0537664165,0.2762664165,-22.4337490060
2.0547670419,0.2772670419,-22.4714642448
2.0557676673,0.2782676673,-22.5164148269
2.0567682927,0.2792682927,-22.5690958006
2.0577689181,0.2802689181,-22.6301933263
2.0587695435,0.2812695435,-22.7006396855
2.0597701689,0.2822701689,-22.7816976602
2.0607707942,0.2832707942,-22.8750925901
2.0617714196,0.2842714196,-22.9832260850
2.0627720450,0.2852720450,-23.1095382174
2.0637726704,0.2862726704,-23.2591598028
2.0647732958,0.2872732958,-23.4401850434
2.0657739212,0.2882739212,-23.6664395126
2.0667745466,0.2892745466,-23.9645157823
2.0677751720,0.2902751720,-24.3966603892
2.0687757974,0.2912757974,-25.1814120915
2.0697764228,0.2922764228,-26.8219976992
2.0707770482,0.2932770482,-24.8558025282
2.0717776735,0.2942776735,-24.2381530938
2.0727782989,0.2952782989,-23.8623922527
2.0737789243,0.2962789243,-23.5932366218
2.0747795497,0.2972795497,-23.3847662624
2.0757801751,0.2982801751,-23.2157582381
2.0767808005,0.2992808005,-23.0746386554
2.0777814259,0.3002814259,-22.9543949193
2.0787820513,0.3012820513,-22.8504545579
2.0797826767,0.3022826767,-22.7596700818
2.0807833021,0.3032833021,-22.6797827195
2.0817839275,0.3042839275,-22.6091171656
2.0827845528,0.3052845528,-22.5463973419
2.0837851782,0.3062851782,-22.4906298125
2.0847858036,0.3072858036,-22.4410270798
2.0857864290,0.3082864290,-22.3969554418
2.0867870544,0.3092870544,-22.3578985518
2.0877876798,0.3102876798,-22.3234313395
2.0887883052,0.3112883052,-22.2932009612
2.0897889306,0.3122889306,-22.2669126394
2.0907895560,0.3132895560,-22.2443189747
2.0917901814,0.3142901814,-22.2252117762
2.0927908068,0.3152908068,-22.2094157503
2.0937914321,0.3162914321,-22.1967835871
2.0947920575,0.3172920575,-22.1871921131
2.0957926829,0.3182926829,-22.1805392735
2.0967933083,0.3192933083,-22.1767417721
2.0977939337,0.3202939337,-22.1757332393
2.0987945591,0.3212945591,-22.1774628393
2.0997951845,0.3222951845,-22.1818942465
2.1007958099,0.3232958099,-22.1890049462
2.1017964353,0.3242964353,-22.1987858266
2.1027970607,0.3252970607,-22.2112410467
2.1037976861,0.3262976861,-22.2263881729
2.1047983114,0.3272983114,-22.2442585920
2.1057989368,0.3282989368,-22.2648982187
2.1067995622,0.3292995622,-22.2883685311
2.1078001876,0.3303001876,-22.3147479818
2.1088008130,0.3313008130,-22.3441338555
2.1098014384,0.3323014384,-22.3766446675
2.1108020638,0.3333020638,-22.4124232359
2.1118026892,0.3343026892,-22.4516406045
2.1128033146,0.3353033146,-22.4945010653
2.1138039400,0.3363039400,-22.5412486212
2.1148045654,0.3373045654,-22.5921753721
2.1158051907,0.3383051907,-22.6476325089
2.1168058161,0.3393058161,-22.7080449194
2.1178064415,0.3403064415,-22.7739308843
2.1188070669,0.3413070669,-22.8459291215
2.1198076923,0.3423076923,-22.9248366922
2.1208083177,0.3433083177,-23.0116634289
2.1218089431,0.3443089431,-23.1077123189
2.1228095685,0.3453095685,-23.2147022363
2.1238101939,0.3463101939,-23.3349629361
2.1248108193,0.3473108193,-23.4717602172
2.1258114447,0.3483114447,-23.6298717721
2.1268120700,0.3493120700,-23.8166885925
2.1278126954,0.3503126954,-24.0445487772
2.1288133208,0.3513133208,-24.3364495223
2.1298139462,0.3523139462,-24.7435023736
2.1308145716,0.3533145716,-25.4251357481
2.1318151970,0.3543151970,-28.6069060067
2.1328158224,0.3553158224,-25.5349388174
2.1338164478,0.3563164478,-24.8316254810
2.1348170732,0.3573170732,-24.4321308538
2.1358176986,0.3583176986,-24.1550893918
2.1368183240,0.3593183240,-23.9450068382
2.1378189493,0.3603189493,-23.7774251764
2.1388195747,0.3613195747,-23.6393799804
2.1398202001,0.3623202001,-23.5231667827
2.1408208255,0.3633208255,-23.4238334136
2.1418214509,0.3643214509,-23.3380090549
2.1428220763,0.3653220763,-23.2632967779
2.1438227017,0.3663227017,-23.1979325689
2.1448233271,0.3673233271,-23.1405818149
2.1458239525,0.3683239525,-23.0902116981
2.1468245779,0.3693245779,-23.0460078811
2.1478252033,0.3703252033,-23.0073182407
2.1488258286,0.3713258286,-22.9736137645
2.1498264540,0.3723264540,-22.9444607024
2.1508270794,0.3733270794,-22.9195003099
2.1518277048,0.3743277048,-22.8984338429
2.1528283302,0.3753283302,-22.8810112671
2.1538289556,0.3763289556,-22.8670226461
2.1548295810,0.3773295810,-22.8562914995
2.1558302064,0.3783302064,-22.8486696327
2.1568308318,0.3793308318,-22.8440330860
2.1578314572,0.3803314572,-22.8422789470
2.1588320826,0.3813320826,-22.8433228429
2.1598327079,0.3823327079,-22.8470969738
2.1608333333,0.3833333333,-22.8535485892
2.1618339587,0.3843339587,-22.8626388322
2.1628345841,0.3853345841,-22.8743418988
2.1638352095,0.3863352095,-22.8886444746
2.1648358349,0.3873358349,-22.9055454246
2.1658364603,0.3883364603,-22.9250557226
2.1668370857,0.3893370857,-22.9471986171
2.1678377111,0.3903377111,-22.9720100404
2.1688383365,0.3913383365,-22.9995392785
2.1698389619,0.3923389619,-23.0298499309
2.1708395872,0.3933395872,-23.0630212019
2.1718402126,0.3943402126,-23.0991495865
2.1728408380,0.3953408380,-23.1383510296
2.1738414634,0.3963414634,-23.1807636747
2.1748420888,0.3973420888,-23.2265513515
2.1758427142,0.3983427142,-23.2759080123
2.1768433396,0.3993433396,-23.3290634029
2.1778439650,0.4003439650,-23.3862903680
2.1788445904,0.4013445904,-23.4479143560
2.1798452158,0.4023452158,-23.5143259367
2.1808458412,0.4033458412,-23.5859975236
2.1818464665,0.4043464665,-23.6635060879
2.1828470919,0.4053470919,-23.7475646117
2.1838477173,0.4063477173,-23.8390666238
2.1848483427,0.4073483427,-23.9391509151
2.1858489681,0.4083489681,-24.0492984807
2.1868495935,0.4093495935,-24.1714830652
2.1878502189,0.4103502189,-24.3084153224
2.1888508443,0.4113508443,-24.4639604613
2.1898514697,0.4123514697,-24.6439021582
2.1908520951,0.4133520951,-24.8574669965
2.1918527205,0.4143527205,-25.1207494819
2.1928533458,0.4153533458,-25.4658584039
2.1938539712,0.4163539712,-25.9733392464
2.1948545966,0.4173545966,-26.9842396255
2.1958552220,0.4183552220,-27.3762805851
2.1968558474,0.4193558474,-26.1619967531
2.1978564728,0.4203564728,-25.6500888329
2.1988570982,0.4213570982,-25.3285740654
2.1998577236,0.4223577236,-25.0982743283
2.2008583490,0.4233583490,-24.9220299913
2.2018589744,0.4243589744,-24.7818218687
2.2028595997,0.4253595997,-24.6675401887
2.2038602251,0.4263602251,-24.5729472665
2.2048608505,0.4273608505,-24.4939277149
2.2058614759,0.4283614759,-24.4276280921
2.2068621013,0.4293621013,-24.3719932473
2.2078627267,0.4303627267,-24.3254983504
2.2088633521,0.4313633521,-24.2869852349
2.2098639775,0.4323639775,-24.2555578929
2.2108646029,0.4333646029,-24.2305132577
2.2118652283,0.4343652283,-24.2112939487
2.2128658537,0.4353658537,-24.1974551909
2.2138664790,0.4363664790,-24.1886411805
2.2148671044,0.4373671044,-24.1845679266
2.2158677298,0.4383677298,-24.1850106540
2.2168683552,0.4393683552,-24.1897945021
2.2178689806,0.4403689806,-24.1987876726
2.2188696060,0.4413696060,-24.2118964489
2.2198702314,0.4423702314,-24.2290616967
2.2208708568,0.4433708568,-24.2502565867
2.2218714822,0.4443714822,-24.2754853761
2.2228721076,0.4453721076,-24.3047831614
2.2238727330,0.4463727330,-24.3382165829
2.2248733583,0.4473733583,-24.3758855243
2.2258739837,0.4483739837,-24.4179259182
2.2268746091,0.4493746091,-24.4645138527
2.2278752345,0.4503752345,-24.5158712782
2.2288758599,0.4513758599,-24.5722737606
2.2298764853,0.4523764853,-24.6340609372
2.2308771107,0.4533771107,-24.7016506428
2.2318777361,0.4543777361,-24.7755581539
2.2328783615,0.4553783615,-24.8564227594
2.2338789869,0.4563789869,-24.9450451074
2.2348796123,0.4573796123,-25.0424408769
2.2358802376,0.4583802376,-25.1499200204
2.2368808630,0.4593808630,-25.2692076138
2.2378814884,0.4603814884,-25.4026355224
2.2388821138,0.4613821138,-25.5534612858
2.2398827392,0.4623827392,-25.7264312361
2.2408833646,0.4633833646,-25.9288536832
2.2418839900,0.4643839900,-26.1728621487
2.2428846154,0.4653846154,-26.4809173654
2.2438852408,0.4663852408,-26.9024395150
2.2448858662,0.4673858662,-27.5885351357
2.2458864916,0.4683864916,-30.2023288566
2.2468871169,0.4693871169,-27.8233740690
2.2478877423,0.4703877423,-27.1256484169
2.2488883677,0.4713883677,-26.7479239623
2.2498889931,0.4723889931,-26.4980731630
2.2508896185,0.4733896185,-26.3187183992
2.2518902439,0.4743902439,-26.1849463655
2.2528908693,0.4753908693,-26.0837652575
2.2538914947,0.4763914947,-26.0076340719
2.2548921201,0.4773921201,-25.9518854856
